DUMMY/000001.wav|Wk Wa2 Wer2 Wp Wu3 TNR Wp Wei2 TVV Ww Wai4 Ws Wun1 TNN Ww Wan2 TVV Wh Wua2 Wt Wi1 TNN . TPU|Wk Wa2 Wer2 Wp Wu3 TNR Wp Wei2 TVV Ww Wai4 Ws Wun1 TNN Ww Wan2 TVV Wh Wua2 Wt Wi1 TNN . TPU
DUMMY/003428.wav|Wx Wian2 TVV Wzh We5 TAS Wm Wei2 TVE Wsh Wi4 TNN Wm Wai3 TVV Wl We5 TAS Wb Wen3 TNN Wy Wu2 Wj Wia1 Wsh Wu1 TNN , TPU Wr Wang4 TVV Wn Wan2 Wy Wou3 TNN Wp Wei2 TVV Wzh We5 TAS Wl Wian4 TVV . TPU|Wx Wian2 TVV Wzh We5 TAS Wm Wei2 TVE Wsh Wi4 TNN Wm Wai3 TVV Wl We5 TAS Wb Wen3 TNN Wy Wu2 Wj Wia1 Wsh Wu1 TNN , TPU Wr Wang4 TVV Wn Wan2 Wy Wou3 TNN Wp Wei2 TVV Wzh We5 TAS Wl Wian4 TVV . TPU
DUMMY/003429.wav|Wy Wun4 Wc Wang2 TVV Wl We5 TAS Wj Win4 TAD Wq Wian1 TCD Wg Wong1 Wl Wi3 TM Wd We5 TDEG Wj Wi1 Wq Wing2 TNN , TPU Wy Wi4 Wsh Wi2 TAD Wp Wen1 Wy Wong3 TVV Wer2 TMSP Wch Wu1 TVV . TPU|Wy Wun4 Wc Wang2 TVV Wl We5 TAS Wj Win4 TAD Wq Wian1 TCD Wg Wong1 Wl Wi3 TM Wd We5 TDEG Wj Wi1 Wq Wing2 TNN , TPU Wy Wi4 Wsh Wi2 TAD Wp Wen1 Wy Wong3 TVV Wer2 TMSP Wch Wu1 TVV . TPU
DUMMY/003430.wav|Wz Wui4 TAD Wch Wang2 Wj Wian4 TVA Wd We5 TDEC Wj Wiu4 TAD Wsh Wi4 TVC Wk We4 Wy Wou3 TVV Wf Wo2 Wj Wiao4 TNN Wl Wiu4 TNN Wz Wi4 TNN Wzh Wen1 Wy Wan2 TNN " TPU Wo1 TPU Wm Wa1 TSP Wn Wi1 TSP Wb Wa1 Wm Wei1 TVV Wh Wong1 TNN " TPU Wd We5 TDEC Wsh Wi2 Wk Wuai4 TNN . TPU|Wz Wui4 TAD Wch Wang2 Wj Wian4 TVA Wd We5 TDEC Wj Wiu4 TAD Wsh Wi4 TVC Wk We4 Wy Wou3 TVV Wf Wo2 Wj Wiao4 TNN Wl Wiu4 TNN Wz Wi4 TNN Wzh Wen1 Wy Wan2 TNN " TPU Wo1 TPU Wm Wa1 TSP Wn Wi1 TSP Wb Wa1 Wm Wei1 TVV Wh Wong1 TNN " TPU Wd We5 TDEC Wsh Wi2 Wk Wuai4 TNN . TPU
DUMMY/003431.wav|Wz Wuo2 Wr Wi4 TNT , TPU Wsh Weng3 Wh Wui4 TNN Wk Wong1 Wq Wi4 TNN Ww Wu1 Wr Wan2 TNN Wzh Wi3 Wsh Wu4 TNN Ww Wei2 TVC Wl Wiu4 Wsh Wi2 Ws Wi4 TCD , TPU Wk Wong1 Wq Wi4 TNN Wzh Wi4 Wl Wiang4 TNN Ww Wei2 TVC Wl Wiang2 TVA . TPU|Wz Wuo2 Wr Wi4 TNT , TPU Wsh Weng3 Wh Wui4 TNN Wk Wong1 Wq Wi4 TNN Ww Wu1 Wr Wan2 TNN Wzh Wi3 Wsh Wu4 TNN Ww Wei2 TVC Wl Wiu4 Wsh Wi2 Ws Wi4 TCD , TPU Wk Wong1 Wq Wi4 TNN Wzh Wi4 Wl Wiang4 TNN Ww Wei2 TVC Wl Wiang2 TVA . TPU
DUMMY/003432.wav|Wzh We4 TDT Wsh Wou3 TM Wsh Wi1 TNN Wd We5 TDEG Wm Wing2 Wz Wi4 TNN Wj Wiao4 TVV " TPU Wm Win3 Wn Wong2 TNR " TPU|Wzh We4 TDT Wsh Wou3 TM Wsh Wi1 TNN Wd We5 TDEG Wm Wing2 Wz Wi4 TNN Wj Wiao4 TVV " TPU Wm Win3 Wn Wong2 TNR " TPU
DUMMY/003433.wav|Ww Wang3 Wl Wuo4 TNN Wy Wu2 Wl Wun4 TNN Wj Wi2 TAD Wy Wi4 TAD Wch Weng2 Ww Wei2 TVV Wzh Weng3 Wg We4 TDT Wsh We4 Wh Wui4 TNN Wx Win4 Wx Wi1 TNN Wy Wu2 Wl Wun4 TNN Wx Wi4 Wt Wong3 TNN Wd We5 TDEG Wb Wu4 TJJ Ww Wen3 Wd Wing4 TJJ Wy Win1 Ws Wu4 TNN . TPU|Ww Wang3 Wl Wuo4 TNN Wy Wu2 Wl Wun4 TNN Wj Wi2 TAD Wy Wi4 TAD Wch Weng2 Ww Wei2 TVV Wzh Weng3 Wg We4 TDT Wsh We4 Wh Wui4 TNN Wx Win4 Wx Wi1 TNN Wy Wu2 Wl Wun4 TNN Wx Wi4 Wt Wong3 TNN Wd We5 TDEG Wb Wu4 TJJ Ww Wen3 Wd Wing4 TJJ Wy Win1 Ws Wu4 TNN . TPU
DUMMY/003434.wav|Ww Wo3 TPN Wp Weng2 Wy Wou5 TNN Wj Wian4 Wzh Wuang4 TVV Wsh Wuo1 TVV : TPU " TPU Wz Wao3 TAD Wzh Wi1 Wd Wao4 TVV Wg Wei3 TP Wzh Wei4 TDT Wg We5 TM Wm Wei3 Wm Wei2 TNN Wy We2 TAD Wm Wai2 TVV Wj Wi3 TCD Wch Wuan4 TM Wj Wiu4 TAD Wh Wao3 TVA Wl We5 TSP ! TPU|Ww Wo3 TPN Wp Weng2 Wy Wou5 TNN Wj Wian4 Wzh Wuang4 TVV Wsh Wuo1 TVV : TPU " TPU Wz Wao3 TAD Wzh Wi1 Wd Wao4 TVV Wg Wei3 TP Wzh Wei4 TDT Wg We5 TM Wm Wei3 Wm Wei2 TNN Wy We2 TAD Wm Wai2 TVV Wj Wi3 TCD Wch Wuan4 TM Wj Wiu4 TAD Wh Wao3 TVA Wl We5 TSP ! TPU
DUMMY/003435.wav|Wq Wve4 TAD Wz Wao1 Wd Wao4 TVV Wx Wiao4 Wf Wang1 TNN Wsh Wi1 Wy Wa1 TVV Wz Wu2 Wzh Wi2 TVV Wj Wu3 Wb Wao4 TNN . TPU|Wq Wve4 TAD Wz Wao1 Wd Wao4 TVV Wx Wiao4 Wf Wang1 TNN Wsh Wi1 Wy Wa1 TVV Wz Wu2 Wzh Wi2 TVV Wj Wu3 Wb Wao4 TNN . TPU
DUMMY/003436.wav|Wf Wan3 Wzh Weng4 TAD Ww Wo2 TPN Wt Wing3 TAD Wzh Wi1 Wch Wi2 TVV Wd We5 TSP . TPU|Wf Wan3 Wzh Weng4 TAD Ww Wo2 TPN Wt Wing3 TAD Wzh Wi1 Wch Wi2 TVV Wd We5 TSP . TPU
DUMMY/003437.wav|Wx Wu1 Wm Wou3 TNR Wzh Wi4 TAD Ws Wi2 TNN Wy We3 TAD Wm Wei2 TAD Wn Wong4 TVV Wm Wing2 Wb Wai5 TVA , TPU Wz Wi4 Wj Wi3 TPN Wj Wiu1 Wj Wing4 TAD Ww Wei4 Wh We2 TAD Wb Wei4 TSB Wd Wa3 TVV . TPU|Wx Wu1 Wm Wou3 TNR Wzh Wi4 TAD Ws Wi2 TNN Wy We3 TAD Wm Wei2 TAD Wn Wong4 TVV Wm Wing2 Wb Wai5 TVA , TPU Wz Wi4 Wj Wi3 TPN Wj Wiu1 Wj Wing4 TAD Ww Wei4 Wh We2 TAD Wb Wei4 TSB Wd Wa3 TVV . TPU
DUMMY/003438.wav|Wh We2 Wsh Wi2 TAD Wc Wai2 TAD Wn Weng2 TVV Ww Wen2 Wd Wao4 TVV Wp Wen1 Wb Wi2 TVV Wd We5 TDEC Wg Wao1 Wl Wiang5 TNN Wm Wi3 Wf Wan4 TNN Wd We5 TDEG Wx Wiang1 Ww Wei4 TNN Wn We5 TSP ? TPU|Wh We2 Wsh Wi2 TAD Wc Wai2 TAD Wn Weng2 TVV Ww Wen2 Wd Wao4 TVV Wp Wen1 Wb Wi2 TVV Wd We5 TDEC Wg Wao1 Wl Wiang5 TNN Wm Wi3 Wf Wan4 TNN Wd We5 TDEG Wx Wiang1 Ww Wei4 TNN Wn We5 TSP ? TPU
DUMMY/003439.wav|Wd Wa4 Wb Wu4 Wf Wen4 TCD Wd Wi4 Wx Wian4 TNN Wk Weng1 TNN Wsh Wen1 TVA Wy Wve1 TAD Wy Wi1 Wl Wiang2 TCD Wm Wi3 TM , TPU Wzh Wi2 Wj Wing4 TNN Wy Wve1 TAD Ww Wu3 Wl Wiu4 TCD Wm Wi3 TM . TPU|Wd Wa4 Wb Wu4 Wf Wen4 TCD Wd Wi4 Wx Wian4 TNN Wk Weng1 TNN Wsh Wen1 TVA Wy Wve1 TAD Wy Wi1 Wl Wiang2 TCD Wm Wi3 TM , TPU Wzh Wi2 Wj Wing4 TNN Wy Wve1 TAD Ww Wu3 Wl Wiu4 TCD Wm Wi3 TM . TPU
DUMMY/003440.wav|Wg Weng3 Wzh Wun1 TNR Wd Weng3 TVV Wzh Wan4 Wf Wu2 TNN Wj Wing1 TP Wsh Wi2 Wj Wia1 Wzh Wuang1 TNR Wb Wei4 TSB Wy Wun4 Wzh Wi4 TVV Wb Wei3 Wj Wing1 TNR . TPU|Wg Weng3 Wzh Wun1 TNR Wd Weng3 TVV Wzh Wan4 Wf Wu2 TNN Wj Wing1 TP Wsh Wi2 Wj Wia1 Wzh Wuang1 TNR Wb Wei4 TSB Wy Wun4 Wzh Wi4 TVV Wb Wei3 Wj Wing1 TNR . TPU
DUMMY/003441.wav|Wj Win1 Wm Wen2 TNR Wx Wuan4 Wf Weng1 TNN Wf Wang3 Ww Wen4 TVV Wl Wiang3 TCD Wg We5 TM Wd Wuo1 TAD Wx Wiao3 Wsh Wi2 TNN , TPU Wb Wei4 TLB Wc Wai4 Wy Wing1 Ww Wen2 TNR Wl Wie4 Ww Wei2 TVV Wb Wen3 TDT Wzh Wou1 TNN " TPU Wm Wi4 Wm Wi4 TJJ Ww Wu3 Wq Wi4 TNN " TPU . TPU|Wj Win1 Wm Wen2 TNR Wx Wuan4 Wf Weng1 TNN Wf Wang3 Ww Wen4 TVV Wl Wiang3 TCD Wg We5 TM Wd Wuo1 TAD Wx Wiao3 Wsh Wi2 TNN , TPU Wb Wei4 TLB Wc Wai4 Wy Wing1 Ww Wen2 TNR Wl Wie4 Ww Wei2 TVV Wb Wen3 TDT Wzh Wou1 TNN " TPU Wm Wi4 Wm Wi4 TJJ Ww Wu3 Wq Wi4 TNN " TPU . TPU
DUMMY/003442.wav|Wd Wan4 TAD Wn Wv3 Wer2 TNN Wt Wing1 Wb Wu4 Wj Win4 Wq Wu4 TVV Wy Wa5 TSP ! TPU|Wd Wan4 TAD Wn Wv3 Wer2 TNN Wt Wing1 Wb Wu4 Wj Win4 Wq Wu4 TVV Wy Wa5 TSP ! TPU
DUMMY/003443.wav|Wj Wie2 Wg Wuo3 TAD Wm Wa5 TSP , TPU Wt Wa1 TPN Wy Wi2 Wd Wing4 TAD Wh Wui4 TVV Wj Wie2 Wj Wie5 Wsh Wi2 Wsh Wi2 TVV Wd We5 TDEV Wz Wou4 TVV Ww Wo3 TPN Wy Wi2 TCD Wd Wun4 TM . TPU|Wj Wie2 Wg Wuo3 TAD Wm Wa5 TSP , TPU Wt Wa1 TPN Wy Wi2 Wd Wing4 TAD Wh Wui4 TVV Wj Wie2 Wj Wie5 Wsh Wi2 Wsh Wi2 TVV Wd We5 TDEV Wz Wou4 TVV Ww Wo3 TPN Wy Wi2 TCD Wd Wun4 TM . TPU
DUMMY/003444.wav|Wd Wan4 TAD Wzh Wong4 Wj Wiang2 TNN Wsh Wao3 TVA , TPU Wk Wui1 Wq Wian2 TNN Wd Wuo1 TVA . TPU|Wd Wan4 TAD Wzh Wong4 Wj Wiang2 TNN Wsh Wao3 TVA , TPU Wk Wui1 Wq Wian2 TNN Wd Wuo1 TVA . TPU
DUMMY/003445.wav|Wt Wu2 TNN Ww Wei2 TVC Wg Wong1 Wz Wuo4 TNN Wr Wen2 Wy Wuan2 TNN Wz Wai4 TAD Wb Wian1 Wzh Wi1 TVV Wm Wao2 Wx Wian4 TNN Ww Wa2 Ww Wa5 TNN . TPU|Wt Wu2 TNN Ww Wei2 TVC Wg Wong1 Wz Wuo4 TNN Wr Wen2 Wy Wuan2 TNN Wz Wai4 TAD Wb Wian1 Wzh Wi1 TVV Wm Wao2 Wx Wian4 TNN Ww Wa2 Ww Wa5 TNN . TPU
DUMMY/003446.wav|Wn Wi2 TPN Wy Wi3 Wh Wou4 TNT Wy Wao4 TVV Wx Wing4 Wf Wu2 TVA , TPU Wzh Wao3 TVV Wg We5 TM Wb Wi2 TP Ww Wo3 TPN Wr Wuo4 TVA Wd We5 TDEC Wr Wen2 TNN , TPU Wzh We4 Wy Wang4 TAD Ww Wo3 TPN Wy Wao4 Wsh Wi4 TCS Wq Wu4 TVV Wq Wiang3 Wh Wun1 TVV Wh Wai2 TAD Wn Weng2 TVV Wq Wiang3 TVV Wg Wuo4 TAS Wt Wa1 TPN . TPU|Wn Wi2 TPN Wy Wi3 Wh Wou4 TNT Wy Wao4 TVV Wx Wing4 Wf Wu2 TVA , TPU Wzh Wao3 TVV Wg We5 TM Wb Wi2 TP Ww Wo3 TPN Wr Wuo4 TVA Wd We5 TDEC Wr Wen2 TNN , TPU Wzh We4 Wy Wang4 TAD Ww Wo3 TPN Wy Wao4 Wsh Wi4 TCS Wq Wu4 TVV Wq Wiang3 Wh Wun1 TVV Wh Wai2 TAD Wn Weng2 TVV Wq Wiang3 TVV Wg Wuo4 TAS Wt Wa1 TPN . TPU
DUMMY/003447.wav|Wsh Wi2 Wy Wong4 TVV Wzh Wi2 Ww Wu4 Wy Wou2 TNN Wzh Wong1 TLC Wy Wi4 Wb Wan1 TAD Wb Wu4 TAD Wh Wan2 TVV Wd Wan3 Wg Wu4 Wch Wun2 TNN Wh Wuo4 TCC Wh Wan2 Wl Wiang4 TNN Wj Wi2 TAD Wd Wi1 TVA . TPU|Wsh Wi2 Wy Wong4 TVV Wzh Wi2 Ww Wu4 Wy Wou2 TNN Wzh Wong1 TLC Wy Wi4 Wb Wan1 TAD Wb Wu4 TAD Wh Wan2 TVV Wd Wan3 Wg Wu4 Wch Wun2 TNN Wh Wuo4 TCC Wh Wan2 Wl Wiang4 TNN Wj Wi2 TAD Wd Wi1 TVA . TPU
DUMMY/003448.wav|Wzh We4 TDT Wj Wie2 Wg Wuo3 TNN Wl Wing4 TVV Wm Wai4 Wk We4 Wm Wi3 Wl Wun2 TNR Wd We5 TDEG Wj Wia1 Wr Wen2 TNN Wg Wan3 Wd Wao5 TVV Wzh Wen4 Wj Wing1 TVV , TPU Wn Wv3 TNN Ws Wi2 Wzh We3 TNN Wd We5 TDEG Wb Wao1 Wx Wiong1 TNN Wx Wiao1 Wen1 TNR . TPU|Wzh We4 TDT Wj Wie2 Wg Wuo3 TNN Wl Wing4 TVV Wm Wai4 Wk We4 Wm Wi3 Wl Wun2 TNR Wd We5 TDEG Wj Wia1 Wr Wen2 TNN Wg Wan3 Wd Wao5 TVV Wzh Wen4 Wj Wing1 TVV , TPU Wn Wv3 TNN Ws Wi2 Wzh We3 TNN Wd We5 TDEG Wb Wao1 Wx Wiong1 TNN Wx Wiao1 Wen1 TNR . TPU
DUMMY/003449.wav|Wb Wu2 Wk Wao3 TVV Wb Wu4 TAD Wt Wong1 Wg Wuo4 TVV Wb Wian4 TAD Wh Wui4 TVV Wy Wan2 Wch Wang2 TVV Wx Wve2 Wj Wi2 TNN . TPU|Wb Wu2 Wk Wao3 TVV Wb Wu4 TAD Wt Wong1 Wg Wuo4 TVV Wb Wian4 TAD Wh Wui4 TVV Wy Wan2 Wch Wang2 TVV Wx Wve2 Wj Wi2 TNN . TPU
DUMMY/003450.wav|Wsh Wui2 TPN Wg Wai1 TVV Wy Wong1 Wy Wou3 TVV Wzh We4 TDT Wj Wian4 TM Wg Wuo2 Wb Wao3 Wj Wi2 TJJ Ww Wen2 Ww Wu4 TNN Wd We5 TDEC Ws Wuo2 Wy Wou3 Wq Wuan2 TNN ? TPU|Wsh Wui2 TPN Wg Wai1 TVV Wy Wong1 Wy Wou3 TVV Wzh We4 TDT Wj Wian4 TM Wg Wuo2 Wb Wao3 Wj Wi2 TJJ Ww Wen2 Ww Wu4 TNN Wd We5 TDEC Ws Wuo2 Wy Wou3 Wq Wuan2 TNN ? TPU
DUMMY/003451.wav|Wj Win4 Wd Wai4 TNT Wy Wi4 Wy Wi4 TNN Wsh Wang4 TLC Wd We5 TDEG Wy Wi2 Wch Wan3 Wsh Wui4 TNN Wsh Wi3 Wy Wu2 TVV Wy Wi1 Ww Wu2 Wj Wiu3 Wb Wa1 TNT Wn Wian2 TM Wd We5 TDEG Wh We2 Wl Wan2 TNN . TPU|Wj Win4 Wd Wai4 TNT Wy Wi4 Wy Wi4 TNN Wsh Wang4 TLC Wd We5 TDEG Wy Wi2 Wch Wan3 Wsh Wui4 TNN Wsh Wi3 Wy Wu2 TVV Wy Wi1 Ww Wu2 Wj Wiu3 Wb Wa1 TNT Wn Wian2 TM Wd We5 TDEG Wh We2 Wl Wan2 TNN . TPU
DUMMY/003452.wav|Wf Wo2 Wl Wuo2 Wl Wun2 Ws Wa4 TNR , TPU Wzh Wu3 Wr Wen2 TNN Wd Wai4 TVV Ww Wo3 TPN Wq Wu4 TVV Wk Wan4 Wk Wan5 TVV Wm Wa5 TSP . TPU|Wf Wo2 Wl Wuo2 Wl Wun2 Ws Wa4 TNR , TPU Wzh Wu3 Wr Wen2 TNN Wd Wai4 TVV Ww Wo3 TPN Wq Wu4 TVV Wk Wan4 Wk Wan5 TVV Wm Wa5 TSP . TPU
DUMMY/003453.wav|Ww Wen1 Wd Wun4 TNN Wh Wai2 TAD Wy Wang3 TVV Wl We5 TAS Wl Wiang2 TCD Wp Wi2 TM Wm Wa3 TNN \ TPU Wy Wi4 TCD Wt Wiao2 TM Wg Wou3 TNN \ TPU Wy Wi4 TCD Wzh Wi1 TM Wch Wang2 Ww Wei2 TJJ Wx Wiao3 TJJ Wy Wing1 Ww Wu3 TNN \ TPU Wy Wi4 Wx Wie1 TCD Wj Wi1 TNN Wh We2 TCC Wm Wao1 TNN . TPU|Ww Wen1 Wd Wun4 TNN Wh Wai2 TAD Wy Wang3 TVV Wl We5 TAS Wl Wiang2 TCD Wp Wi2 TM Wm Wa3 TNN \ TPU Wy Wi4 TCD Wt Wiao2 TM Wg Wou3 TNN \ TPU Wy Wi4 TCD Wzh Wi1 TM Wch Wang2 Ww Wei2 TJJ Wx Wiao3 TJJ Wy Wing1 Ww Wu3 TNN \ TPU Wy Wi4 Wx Wie1 TCD Wj Wi1 TNN Wh We2 TCC Wm Wao1 TNN . TPU
DUMMY/003454.wav|Wz Wai4 TP Wr Wi4 Wb Wen3 TNR Wt Wing1 TVV Wl Wuo2 Ws Wi1 Wt We4 Wl Wuo4 Wb Wo1 Ww Wei2 Wq Wi2 TNR Wzh Wi3 Wh Wui1 TVV Wd We5 TDEC Wy Win1 Wy Wve4 Wh Wui4 TNN , TPU Ww Wo3 TPN Wc Weng2 TAD Wq Win1 Wsh Wen1 TAD Wd Wao4 TVV Wg Wuo4 TAS Wn Wa4 Wk Wuai4 Wer5 TDT Wt Wu3 Wd Wi4 TNN . TPU|Wz Wai4 TP Wr Wi4 Wb Wen3 TNR Wt Wing1 TVV Wl Wuo2 Ws Wi1 Wt We4 Wl Wuo4 Wb Wo1 Ww Wei2 Wq Wi2 TNR Wzh Wi3 Wh Wui1 TVV Wd We5 TDEC Wy Win1 Wy Wve4 Wh Wui4 TNN , TPU Ww Wo3 TPN Wc Weng2 TAD Wq Win1 Wsh Wen1 TAD Wd Wao4 TVV Wg Wuo4 TAS Wn Wa4 Wk Wuai4 Wer5 TDT Wt Wu3 Wd Wi4 TNN . TPU
DUMMY/003455.wav|Wh We2 Wx Wie2 TJJ Wl Wiu4 TOD Wh Wao4 TNN Wch We1 Wx Wiang1 TNN Wb Wi3 TP Wx Wian4 Wy Wong4 TJJ Wh We2 Wx Wie2 Wh Wao4 TJJ Wg Weng4 TAD Wk Wuan1 Wch Wang3 TVA . TPU|Wh We2 Wx Wie2 TJJ Wl Wiu4 TOD Wh Wao4 TNN Wch We1 Wx Wiang1 TNN Wb Wi3 TP Wx Wian4 Wy Wong4 TJJ Wh We2 Wx Wie2 Wh Wao4 TJJ Wg Weng4 TAD Wk Wuan1 Wch Wang3 TVA . TPU
DUMMY/003456.wav|Wzh Wang1 Wl Win2 Wh Wao4 TNR Wm Wei2 TAD Wy Wu4 Wl Wiao4 TVV Wd Wao4 TVV Wzh We4 TDT Wt Wu1 Wf Wa1 TJJ Wq Wing2 Wk Wuang4 TNN , TPU Wq Wiang4 TVV Wl We5 TAS Wy Wi4 TCD Wk Wou3 TM , TPU Wy Wao4 TNN Wq Wia3 TVV Wz Wai4 TP Wh Wou2 Wl Wong5 TNN Wl Wi3 TLC , TPU Wb Wai3 TVV Wy Wan4 Wb Wu2 Wx Wia4 TNN . TPU|Wzh Wang1 Wl Win2 Wh Wao4 TNR Wm Wei2 TAD Wy Wu4 Wl Wiao4 TVV Wd Wao4 TVV Wzh We4 TDT Wt Wu1 Wf Wa1 TJJ Wq Wing2 Wk Wuang4 TNN , TPU Wq Wiang4 TVV Wl We5 TAS Wy Wi4 TCD Wk Wou3 TM , TPU Wy Wao4 TNN Wq Wia3 TVV Wz Wai4 TP Wh Wou2 Wl Wong5 TNN Wl Wi3 TLC , TPU Wb Wai3 TVV Wy Wan4 Wb Wu2 Wx Wia4 TNN . TPU
DUMMY/003457.wav|Wc Wong2 Wc Wi2 Ww Wang3 Wh Wou4 TAD Ww Wo2 TPN Wg Wei3 TP Wt Wa1 TPN Wsh Wen2 Wm We5 TPN Wt Wa1 TPN Wd Wou1 TAD Wb Wu4 TAD Wch Wi1 TVV . TPU|Wc Wong2 Wc Wi2 Ww Wang3 Wh Wou4 TAD Ww Wo2 TPN Wg Wei3 TP Wt Wa1 TPN Wsh Wen2 Wm We5 TPN Wt Wa1 TPN Wd Wou1 TAD Wb Wu4 TAD Wch Wi1 TVV . TPU
DUMMY/003458.wav|Wn Wa4 TAD Wy Wi3 Wh Wou4 TNT Ww Wo3 TPN Wb Wu2 TAD Ww Wen4 TVV Wl We5 TSP . TPU|Wn Wa4 TAD Wy Wi3 Wh Wou4 TNT Ww Wo3 TPN Wb Wu2 TAD Ww Wen4 TVV Wl We5 TSP . TPU
DUMMY/003459.wav|Wt Wu2 TNN Ww Wei2 TVC Wb Wei4 TSB Wz Wao2 Wk Wai1 TVV Wd We5 TDEC Wq Wiang2 Wd Wong4 TNN . TPU|Wt Wu2 TNN Ww Wei2 TVC Wb Wei4 TSB Wz Wao2 Wk Wai1 TVV Wd We5 TDEC Wq Wiang2 Wd Wong4 TNN . TPU
DUMMY/003460.wav|Wg We2 Wq Wi3 Wy Wi4 TNR Wj Win4 Wm Wen2 TVV Wh Wou4 TLC Wsh Wun4 TVV Wl Wou2 Wt Wi1 TNN Wer2 TMSP Wsh Wang4 TVV , TPU Wy Wou4 TAD Wb Wei4 TLB Wsh Wou3 TVV Wl Wou2 Wt Wi1 Wk Wou3 TNN Wd We5 TDEC Wj Wing3 Wch Wa2 TNN Wl Wan2 Wzh Wu4 TVV . TPU|Wg We2 Wq Wi3 Wy Wi4 TNR Wj Win4 Wm Wen2 TVV Wh Wou4 TLC Wsh Wun4 TVV Wl Wou2 Wt Wi1 TNN Wer2 TMSP Wsh Wang4 TVV , TPU Wy Wou4 TAD Wb Wei4 TLB Wsh Wou3 TVV Wl Wou2 Wt Wi1 Wk Wou3 TNN Wd We5 TDEC Wj Wing3 Wch Wa2 TNN Wl Wan2 Wzh Wu4 TVV . TPU
DUMMY/003461.wav|Wd Wa4 Wj Wia1 TPN Wd Wou1 TAD Wx Wie2 Wer2 Wd Wai4 Wn Wv3 TVV , TPU Wch Wao2 TNR Wx Wi1 Wb Wian1 TNN Wd We5 TDEG Wx Wian4 Wch Weng2 TNN Wf Wang1 Wx Wiang4 TNN Wp Wao3 TVV . TPU|Wd Wa4 Wj Wia1 TPN Wd Wou1 TAD Wx Wie2 Wer2 Wd Wai4 Wn Wv3 TVV , TPU Wch Wao2 TNR Wx Wi1 Wb Wian1 TNN Wd We5 TDEG Wx Wian4 Wch Weng2 TNN Wf Wang1 Wx Wiang4 TNN Wp Wao3 TVV . TPU
DUMMY/003462.wav|Wd Wang4 Wt Wian1 TNT , TPU Wy Win3 Wen1 Wh Wui4 TNR Wsh Wen1 Wch Wuan1 TVV Wf Wen3 Wh Wong2 TNN Wsh Wang4 Wy Wi1 TNN Wh Wei1 Ws We4 TJJ Wb Wa1 Wl Wei2 Ww Wu3 Wq Wun2 TNN , TPU Wm Wu2 Wy Wang4 TNN Wsh Wi2 Wf Wen1 TAD Wt Wian2 Wm Wei3 TVA . TPU|Wd Wang4 Wt Wian1 TNT , TPU Wy Win3 Wen1 Wh Wui4 TNR Wsh Wen1 Wch Wuan1 TVV Wf Wen3 Wh Wong2 TNN Wsh Wang4 Wy Wi1 TNN Wh Wei1 Ws We4 TJJ Wb Wa1 Wl Wei2 Ww Wu3 Wq Wun2 TNN , TPU Wm Wu2 Wy Wang4 TNN Wsh Wi2 Wf Wen1 TAD Wt Wian2 Wm Wei3 TVA . TPU
DUMMY/003463.wav|Ws Wa4 Wm Wi3 Wy Wa4 TNR Wh We2 TCC Wj Wia1 Wr Wen2 TNN Wt Wao2 Wd Wao4 TVV Wk Wa1 Wb Wu4 Wer3 TNR Wj Wiao1 Wq Wu1 TNN , TPU Wg Wuo4 Wq Wi2 TVV Wy Win3 Wb Wi4 TJJ Wd We5 TDEG Wsh Weng1 Wh Wuo2 TNN . TPU|Ws Wa4 Wm Wi3 Wy Wa4 TNR Wh We2 TCC Wj Wia1 Wr Wen2 TNN Wt Wao2 Wd Wao4 TVV Wk Wa1 Wb Wu4 Wer3 TNR Wj Wiao1 Wq Wu1 TNN , TPU Wg Wuo4 Wq Wi2 TVV Wy Win3 Wb Wi4 TJJ Wd We5 TDEG Wsh Weng1 Wh Wuo2 TNN . TPU
DUMMY/003464.wav|Wd Wang1 Wsh Wi2 TNT , TPU Ww Wo2 TPN Wg Wan3 Wj Wve2 TVV Wg Wao2 TVV Wq Wi3 Wy We4 TNN Wzh Wen1 TAD Wh Wao3 TVA . TPU|Wd Wang1 Wsh Wi2 TNT , TPU Ww Wo2 TPN Wg Wan3 Wj Wve2 TVV Wg Wao2 TVV Wq Wi3 Wy We4 TNN Wzh Wen1 TAD Wh Wao3 TVA . TPU
DUMMY/003465.wav|Wt Wa1 TPN Wy Wu3 TP Wt Wai2 Ww Wan1 TNR Wr Wen2 Wq Wi4 TNN Wm Wing2 Wx Wing1 TNN Wh Wu2 Wy Wu2 Ww Wai3 TNR Wy Wi4 Wt Wong2 TAD Wy Wan3 Wy Wi4 TVV Wt Wian2 Wm Wi4 TNN Wx Wing4 Wf Wu2 TVA Wd We5 TDEC Wai4 Wq Wing2 TNN . TPU|Wt Wa1 TPN Wy Wu3 TP Wt Wai2 Ww Wan1 TNR Wr Wen2 Wq Wi4 TNN Wm Wing2 Wx Wing1 TNN Wh Wu2 Wy Wu2 Ww Wai3 TNR Wy Wi4 Wt Wong2 TAD Wy Wan3 Wy Wi4 TVV Wt Wian2 Wm Wi4 TNN Wx Wing4 Wf Wu2 TVA Wd We5 TDEC Wai4 Wq Wing2 TNN . TPU
